CAUSE,DT,AGE,SEX,RACECOLOR,DEATH_COUNT,DEATH_RATE,DEATHS_STANDARDIZED,DEATHS_STANDARDIZED_BR
C189,2016-04-26,"[50.0, 55.0)",Female,White,1,0.35732662512149105,0.4833964084435755,0.5644136464987187
C189,2016-04-26,"[60.0, 65.0)",Male,Brown,1,0.35732662512149105,0.966792816887151,0.6456242431172395
C189,2016-06-08,"[70.0, 75.0)",Female,Brown,1,0.35732662512149105,2.3632713301685917,1.0819056149511814
C189,2016-06-08,"[85.0, 90.0)",Male,Brown,1,0.35732662512149105,14.17962798101155,0.9528710003239762
C189,2016-06-26,"[70.0, 75.0)",Male,White,1,0.35732662512149105,2.2993991320559264,0.8402004428532355
C189,2016-06-28,"[40.0, 45.0)",Female,Brown,1,0.35732662512149105,0.263398662185973,0.38830230779456143
C189,2016-07-24,"[60.0, 65.0)",Male,White,1,0.35732662512149105,0.966792816887151,0.6456242431172395
C189,2016-08-18,"[60.0, 65.0)",Male,Brown,1,0.35732662512149105,0.966792816887151,0.6456242431172395
C189,2016-09-11,"[70.0, 75.0)",Female,Brown,1,0.35732662512149105,2.3632713301685917,1.0819056149511814
C189,2016-09-26,"[35.0, 40.0)",Male,Black,1,0.35732662512149105,0.22098121528849168,0.3294829919951411
C189,2016-11-07,"[75.0, 80.0)",Male,Brown,1,0.35732662512149105,3.867171267548604,0.9258008014511357
C189,2016-11-22,"[60.0, 65.0)",Female,White,1,0.35732662512149105,1.134370238480924,0.8671126102948183
C189,2016-12-05,"[50.0, 55.0)",Female,White,1,0.35732662512149105,0.4833964084435755,0.5644136464987187
C189,2016-12-26,"[80.0, 85.0)",Male,White,1,0.35732662512149105,7.734342535097208,1.1369483526592896
C189,2017-01-17,"[65.0, 70.0)",Male,Brown,1,0.3486908402403177,1.4314073901490874,0.7033935915192616
C189,2017-03-29,"[80.0, 85.0)",Female,Brown,1,0.3486908402403177,6.386279125280542,1.3947633609612706
C189,2017-04-16,"[65.0, 70.0)",Male,Brown,1,0.3486908402403177,1.4314073901490874,0.7033935915192616
C189,2017-04-28,"[40.0, 45.0)",Male,White,1,0.3486908402403177,0.26107430386367003,0.3629454972312742
C189,2017-06-08,"[80.0, 85.0)",Male,Black,1,0.3486908402403177,7.547420784422461,1.1094708553101018
C189,2017-06-12,"[35.0, 40.0)",Male,Brown,1,0.3486908402403177,0.21564059384064174,0.3215201254163968
C189,2017-07-01,"[45.0, 50.0)",Female,Brown,1,0.3486908402403177,0.33476463156712527,0.45273568773138023
C189,2017-07-07,"[45.0, 50.0)",Female,Brown,1,0.3486908402403177,0.33476463156712527,0.45273568773138023
C189,2017-09-03,"[60.0, 65.0)",Male,Black,1,0.3486908402403177,0.9434275980528076,0.630020949979665
C189,2017-09-03,"[85.0, 90.0)",Male,White,1,0.3486908402403177,13.836938104774513,0.9298422406408474
C189,2017-09-04,"[75.0, 80.0)",Female,White,1,0.3486908402403177,3.459234526193628,1.1187164457710195
C189,2017-11-08,"[75.0, 80.0)",Male,Black,1,0.3486908402403177,3.7737103922112305,0.9034262678953685
C189,2017-11-29,"[50.0, 55.0)",Female,Brown,1,0.3486908402403177,0.4717137990264038,0.5507730317432291
C189,2017-12-02,"[75.0, 80.0)",Female,Brown,1,0.3486908402403177,3.459234526193628,1.1187164457710195
C189,2018-03-11,"[60.0, 65.0)",Female,Brown,1,0.34263589796302957,1.087733009406443,0.8314631123902851
C189,2018-03-24,"[75.0, 80.0)",Male,White,1,0.34263589796302957,3.708180713885601,0.8877384629042128
C189,2018-04-03,"[75.0, 80.0)",Male,White,1,0.34263589796302957,3.708180713885601,0.8877384629042128
C189,2018-06-24,"[70.0, 75.0)",Female,Brown,1,0.34263589796302957,2.266110436263423,1.0374253577213952
C189,2018-10-03,"[85.0, 90.0)",Female,Brown,1,0.34263589796302957,11.654282243640457,1.3215956064288281
C189,2018-10-31,"[40.0, 45.0)",Female,Brown,1,0.34263589796302957,0.2525695842275022,0.3723380810681837
C189,2018-11-02,"[80.0, 85.0)",Male,Brown,1,0.34263589796302957,7.416361427771202,1.0902051298823665
C189,2018-11-18,"[50.0, 55.0)",Male,Brown,1,0.34263589796302957,0.4433694331819741,0.47112435969916566
C189,2018-12-24,"[60.0, 65.0)",Male,White,1,0.34263589796302957,0.9270451784714002,0.6190807701832012
C189,2019-01-08,"[80.0, 85.0)",Female,Black,1,0.334306164271363,6.122823521453533,1.3372246570854518
C189,2019-03-24,"[55.0, 60.0)",Male,Brown,1,0.334306164271363,0.5809978524007002,0.5002391509170029
C189,2019-04-26,"[75.0, 80.0)",Female,Brown,1,0.334306164271363,3.316529407453998,1.0725656103706231
C189,2019-08-03,"[85.0, 90.0)",Female,White,1,0.334306164271363,11.370957968413704,1.2894666336181142
C189,2019-09-29,"[60.0, 65.0)",Female,White,1,0.334306164271363,1.0612894103852792,0.8112496252985075
C189,2019-10-27,"[50.0, 55.0)",Female,,1,0.334306164271363,0.4522540101073633,0.5280517822013574
C189,2019-12-04,"[60.0, 65.0)",Male,Brown,1,0.334306164271363,0.9045080202147266,0.6040304558993945
C189,2020-02-16,"[45.0, 50.0)",Male,Brown,1,0.32648157337999845,0.31471136820898243,0.39389274845036243
C189,2020-03-12,"[45.0, 50.0)",Female,Brown,1,0.32648157337999845,0.3134423707565269,0.423899462211127
C189,2020-03-20,"[55.0, 60.0)",Female,Black,1,0.32648157337999845,0.664390666218963,0.6390109427693987
C189,2020-04-06,"[75.0, 80.0)",Male,White,1,0.32648157337999845,3.533350361255394,0.8458840764845412
C189,2020-04-09,"[30.0, 35.0)",Female,White,1,0.32648157337999845,0.1486304167258483,0.26280830285464496
C189,2020-04-25,"[70.0, 75.0)",Female,Brown,1,0.32648157337999845,2.15926966521163,0.9885136527338844
C189,2020-05-12,"[70.0, 75.0)",Female,Brown,1,0.32648157337999845,2.15926966521163,0.9885136527338844
C189,2020-06-04,"[45.0, 50.0)",Female,Brown,1,0.32648157337999845,0.3134423707565269,0.423899462211127
C189,2020-07-03,"[55.0, 60.0)",Male,Brown,1,0.32648157337999845,0.5673993280848078,0.48853082148101945
C189,2020-08-04,"[20.0, 25.0)",Female,Brown,1,0.32648157337999845,0.12785149333489912,0.2427132749469725
C189,2020-08-17,"[45.0, 50.0)",Female,Black,1,0.32648157337999845,0.3134423707565269,0.423899462211127
C189,2020-08-22,"[40.0, 45.0)",Male,White,1,0.32648157337999845,0.24444562247678828,0.33982830436723116
C189,2020-09-17,"[50.0, 55.0)",Male,White,1,0.32648157337999845,0.422465804063145,0.44891216339749784
C189,2020-12-20,"[25.0, 30.0)",Female,Brown,1,0.32648157337999845,0.1308648281946442,0.24898342212313007
C189,2021-03-18,"[60.0, 65.0)",Male,Brown,1,0.3191329795212367,0.8634550311721771,0.5766152698167799
C189,2021-04-02,"[45.0, 50.0)",Female,White,1,0.3191329795212367,0.30638726912561126,0.41435814276547667
C189,2021-04-14,"[65.0, 70.0)",Male,Brown,1,0.3191329795212367,1.310069702468131,0.6437682517928396
C189,2021-04-16,"[40.0, 45.0)",Male,White,1,0.3191329795212367,0.2389435306388415,0.3321792962941175
C189,2021-05-27,"[55.0, 60.0)",Male,White,1,0.3191329795212367,0.5546280492200846,0.4775347503784928
C189,2021-08-24,"[70.0, 75.0)",Female,Brown,1,0.3191329795212367,2.1106678539764334,0.9662637435504114
C189,2021-11-09,"[50.0, 55.0)",Female,Brown,1,0.3191329795212367,0.4317275155860886,0.504085047198317
C189,2021-12-02,"[65.0, 70.0)",Female,Yellow,1,0.3191329795212367,1.4071119026509553,0.8096521887853598
C189,2021-12-29,"[40.0, 45.0)",Female,Brown,1,0.3191329795212367,0.23524471437508232,0.34679775793174633
C189,2022-01-04,"[65.0, 70.0)",Male,White,1,0.3121079144324942,1.281231175831257,0.6295969998034797
C189,2022-02-07,"[45.0, 50.0)",Male,Brown,1,0.3121079144324942,0.30085590363648945,0.3765512489914302
C189,2022-03-07,"[55.0, 60.0)",Male,Brown,1,0.3121079144324942,0.5424190379431598,0.4670227916690606
C189,2022-03-07,"[65.0, 70.0)",Female,White,1,0.3121079144324942,1.3761371888557943,0.7918293384676243
C189,2022-05-02,"[40.0, 45.0)",Male,Brown,1,0.3121079144324942,0.23368367357928585,0.32486704300992325
C189,2022-06-15,"[70.0, 75.0)",Male,Brown,1,0.3121079144324942,2.0084164377895375,0.733875366368297
C189,2022-06-29,"[75.0, 80.0)",Male,Brown,1,0.3121079144324942,3.37779128173695,0.8086432328478257
C189,2022-07-16,"[60.0, 65.0)",Female,White,1,0.3121079144324942,0.990818775976172,0.7573818723561859
C189,2022-09-05,"[60.0, 65.0)",Female,Black,1,0.3121079144324942,0.990818775976172,0.7573818723561859
C189,2022-10-05,"[65.0, 70.0)",Female,Brown,1,0.3121079144324942,1.3761371888557943,0.7918293384676243
C189,2022-10-23,"[70.0, 75.0)",Male,White,1,0.3121079144324942,2.0084164377895375,0.733875366368297
C189,2022-12-08,"[75.0, 80.0)",Male,Brown,1,0.3121079144324942,3.37779128173695,0.8086432328478257
C189,2022-12-26,"[55.0, 60.0)",Female,Brown,1,0.3121079144324942,0.6351402410103667,0.6108778838037707
C19,2002-08-08,"[30.0, 35.0)",Female,White,1,0.6205899327901103,0.2825229594783348,0.49955709694959155
C19,2002-09-08,"[65.0, 70.0)",Male,Brown,1,0.6205899327901103,2.5475777208132606,1.2518796920076365
C19,2003-09-17,"[55.0, 60.0)",Female,White,1,0.5808010407954651,1.1819312999500715,1.136781524291979
C19,2007-06-22,"[55.0, 60.0)",Female,Brown,1,0.49395156310972144,1.0051924361207192,0.9667940850609078
C19,2010-09-07,"[80.0, 85.0)",Male,Brown,1,0.4717448426495077,10.210927330075924,1.5010063175211608
C19,2013-05-01,"[70.0, 75.0)",Male,Brown,1,0.38774117501085675,2.495116956311819,0.9117157358363387
C19,2013-10-29,"[30.0, 35.0)",Female,Brown,1,0.38774117501085675,0.17651879040829313,0.31212052519994393
C19,2014-04-09,"[85.0, 90.0)",Male,White,1,0.37677697440554014,14.951467238315086,1.0047385984147739
C19,2014-06-07,"[45.0, 50.0)",Female,White,1,0.37677697440554014,0.36172904608826817,0.4892023619297739
C19,2015-02-28,"[40.0, 45.0)",Male,Brown,1,0.366668377785763,0.27453457456256586,0.38165796555687914
C19,2015-08-15,"[35.0, 40.0)",Male,Brown,1,0.366668377785763,0.22675842782050898,0.3380968158803789
C19,2015-10-11,"[75.0, 80.0)",Male,Brown,1,0.366668377785763,3.9682724868589068,0.9500044333540222
C19,2015-10-23,"[80.0, 85.0)",Male,Brown,1,0.366668377785763,7.9365449737178135,1.1666721111365186
C19,2016-03-15,"[75.0, 80.0)",Female,Black,1,0.35732662512149105,3.5449069952528873,1.146422922264784
C19,2017-11-27,"[45.0, 50.0)",Female,Brown,1,0.3486908402403177,0.33476463156712527,0.45273568773138023
C19,2019-09-26,"[75.0, 80.0)",Male,Brown,1,0.334306164271363,3.6180320808589066,0.8661568801576222
C19,2020-05-31,"[50.0, 55.0)",Female,Brown,1,0.32648157337999845,0.44166879515692425,0.5156924852252247
C19,2020-06-17,"[60.0, 65.0)",Male,Brown,1,0.32648157337999845,0.8833375903138485,0.589892842811588
C19,2020-11-12,"[55.0, 60.0)",Male,White,1,0.32648157337999845,0.5673993280848078,0.48853082148101945
C19,2021-12-23,"[55.0, 60.0)",Male,White,1,0.3191329795212367,0.5546280492200846,0.4775347503784928
C19,2022-01-13,"[65.0, 70.0)",Female,Brown,1,0.3121079144324942,1.3761371888557943,0.7918293384676243
C20,2000-02-11,"[35.0, 40.0)",Female,White,1,0.750756387059963,0.4457643908442958,0.6983344946966739
C20,2005-12-01,"[45.0, 50.0)",Female,Black,1,0.48038815362813153,0.46120214442024915,0.623729780113945
C20,2006-03-08,"[65.0, 70.0)",Female,White,1,0.452716070062339,1.996102601685798,1.1485574370100085
C20,2007-03-19,"[70.0, 75.0)",Male,White,1,0.49395156310972144,3.178581487192544,1.1614536754201557
C20,2008-07-03,"[35.0, 40.0)",Male,Brown,1,0.5434487256127385,0.3360845551099187,0.5011020716688888
C20,2008-10-15,"[75.0, 80.0)",Male,Brown,1,0.5434487256127385,5.881479714423576,1.408026243633004
C20,2008-10-25,"[50.0, 55.0)",Female,Brown,1,0.5434487256127385,0.735184964302947,0.858401964320121
C20,2009-03-26,"[35.0, 40.0)",Male,White,1,0.530096212462562,0.3278269712198899,0.4887900140888558
C20,2009-04-02,"[80.0, 85.0)",Female,White,1,0.530096212462562,9.708721839973661,2.120384849850248
C20,2009-06-28,"[50.0, 55.0)",Female,Brown,1,0.530096212462562,0.7171214995435091,0.8373110628670012
C20,2009-08-29,"[20.0, 25.0)",Female,White,1,0.530096212462562,0.20758780249943684,0.39408468426493093
C20,2009-09-26,"[80.0, 85.0)",Male,White,1,0.530096212462562,11.473943992696146,1.6866697669263333
C20,2009-11-11,"[60.0, 65.0)",Female,Brown,1,0.530096212462562,1.682845118928768,1.2863668089091504
C20,2010-04-15,"[50.0, 55.0)",Female,Brown,1,0.4717448426495077,0.6381829581297452,0.7451424219122905
C20,2010-05-26,"[75.0, 80.0)",Female,Brown,1,0.4717448426495077,4.6800083596181326,1.513514703500504
C20,2011-03-05,"[70.0, 75.0)",Female,Black,1,0.424962284597242,2.8105971203521296,1.286691361697205
C20,2011-03-15,"[35.0, 40.0)",Male,White,1,0.424962284597242,0.2628090813835758,0.39184834034291144
C20,2011-04-21,"[65.0, 70.0)",Male,Brown,1,0.424962284597242,1.7445085574599424,0.8572515051358158
C20,2011-05-25,"[80.0, 85.0)",Male,White,1,0.424962284597242,9.19831784842515,1.352152723718497
C20,2011-06-13,"[80.0, 85.0)",Female,Brown,1,0.424962284597242,7.783192025590511,1.6998491383889678
C20,2011-07-18,"[75.0, 80.0)",Male,,1,0.424962284597242,4.599158924212575,1.1010386464564903
C20,2011-07-19,"[55.0, 60.0)",Male,Brown,1,0.424962284597242,0.7385510681217273,0.6358924696528072
C20,2011-10-08,"[80.0, 85.0)",Male,White,1,0.424962284597242,9.19831784842515,1.352152723718497
C20,2012-01-04,,Male,White,1,0.41310364770520924,0.0,0.0
C20,2012-02-05,"[50.0, 55.0)",Male,Brown,1,0.41310364770520924,0.5345544095564302,0.5680175155946627
C20,2012-02-16,"[60.0, 65.0)",Male,Brown,1,0.41310364770520924,1.117704674527081,0.7464031816491848
C20,2012-02-18,"[30.0, 35.0)",Female,Brown,1,0.41310364770520924,0.18806503127797922,0.33253658830572286
C20,2012-04-29,"[45.0, 50.0)",Male,White,1,0.41310364770520924,0.3982105723011463,0.49840035229211477
C20,2012-06-27,"[65.0, 70.0)",Female,Brown,1,0.41310364770520924,1.821444654784873,1.0480592543632161
C20,2012-07-04,"[65.0, 70.0)",Male,White,1,0.41310364770520924,1.6958277820410887,0.8333297720949912
C20,2012-08-15,"[75.0, 80.0)",Female,White,1,0.41310364770520924,4.098250473265965,1.3253742030542133
C20,2012-09-24,"[35.0, 40.0)",Female,Brown,1,0.41310364770520924,0.24528182383636696,0.38425850522205246
C20,2012-11-15,"[30.0, 35.0)",Female,Brown,1,0.41310364770520924,0.18806503127797922,0.33253658830572286
C20,2013-03-07,"[60.0, 65.0)",Female,Black,1,0.38774117501085675,1.2309243651138309,0.9409185846930124
C20,2013-03-19,"[60.0, 65.0)",Male,White,1,0.38774117501085675,1.0490832657220148,0.7005778048491615
C20,2013-04-22,"[40.0, 45.0)",Male,Black,1,0.38774117501085675,0.290312350262696,0.40359222933520006
C20,2013-05-06,"[70.0, 75.0)",Male,Black,1,0.38774117501085675,2.495116956311819,0.9117157358363387
C20,2013-06-09,"[75.0, 80.0)",Male,Brown,1,0.38774117501085675,4.196333062888059,1.0046021352554013
C20,2013-08-12,"[80.0, 85.0)",Male,White,1,0.38774117501085675,8.392666125776119,1.2337219204890895
C20,2013-10-27,"[60.0, 65.0)",Male,,1,0.38774117501085675,1.0490832657220148,0.7005778048491615
C20,2014-01-07,"[80.0, 85.0)",Male,,1,0.37677697440554014,8.155345766353681,1.1988358276539912
C20,2014-05-25,"[75.0, 80.0)",Male,Black,1,0.37677697440554014,4.077672883176841,0.9761948882325355
C20,2014-08-15,"[70.0, 75.0)",Female,Brown,1,0.37677697440554014,2.4919112063858475,1.1407969502834412
C20,2014-09-02,"[45.0, 50.0)",Male,Brown,1,0.37677697440554014,0.36319353615340283,0.454573029849599
C20,2014-09-17,"[50.0, 55.0)",Male,White,1,0.37677697440554014,0.4875478447276658,0.5180683398076177
C20,2014-11-11,"[45.0, 50.0)",Male,Brown,1,0.37677697440554014,0.36319353615340283,0.454573029849599
C20,2015-02-02,"[85.0, 90.0)",Male,Brown,1,0.366668377785763,14.550332451815992,0.9777823407620347
C20,2015-02-12,"[60.0, 65.0)",Female,Brown,1,0.366668377785763,1.1640265961452794,0.8897819300934516
C20,2015-05-31,"[55.0, 60.0)",Male,White,1,0.366668377785763,0.6372408373058097,0.5486643609203021
C20,2015-11-03,"[50.0, 55.0)",Female,White,1,0.366668377785763,0.49603406085736335,0.5791693694570574
C20,2015-12-20,"[55.0, 60.0)",Female,White,1,0.366668377785763,0.7461708949649227,0.7176671667772627
C20,2016-01-29,"[55.0, 60.0)",Male,Brown,1,0.35732662512149105,0.621005605007805,0.5346858259117201
C20,2016-02-13,"[70.0, 75.0)",Female,Brown,1,0.35732662512149105,2.3632713301685917,1.0819056149511814
C20,2016-03-23,"[65.0, 70.0)",Male,White,1,0.35732662512149105,1.4668580670011948,0.7208140541243873
C20,2016-06-09,"[70.0, 75.0)",Male,White,1,0.35732662512149105,2.2993991320559264,0.8402004428532355
C20,2016-06-22,"[80.0, 85.0)",Male,Brown,1,0.35732662512149105,7.734342535097208,1.1369483526592896
C20,2016-09-30,"[45.0, 50.0)",Male,Brown,1,0.35732662512149105,0.3444444043970416,0.43110661654333726
C20,2016-11-15,"[40.0, 45.0)",Male,Brown,1,0.35732662512149105,0.26754015058512354,0.37193431734343885
C20,2016-11-21,"[75.0, 80.0)",Male,Brown,1,0.35732662512149105,3.867171267548604,0.9258008014511357
C20,2017-02-19,"[80.0, 85.0)",Female,Brown,1,0.3486908402403177,6.386279125280542,1.3947633609612706
C20,2017-02-23,"[75.0, 80.0)",Male,Brown,1,0.3486908402403177,3.7737103922112305,0.9034262678953685
C20,2017-04-08,"[70.0, 75.0)",Male,Brown,1,0.3486908402403177,2.2438278007742447,0.819894678402909
C20,2017-05-18,"[85.0, 90.0)",Male,White,1,0.3486908402403177,13.836938104774513,0.9298422406408474
C20,2017-09-01,"[50.0, 55.0)",Male,Brown,1,0.3486908402403177,0.4512045034165602,0.47944990533043685
C20,2017-09-12,"[70.0, 75.0)",Male,,1,0.3486908402403177,2.2438278007742447,0.819894678402909
C20,2017-09-16,"[65.0, 70.0)",Male,Brown,1,0.3486908402403177,1.4314073901490874,0.7033935915192616
C20,2017-10-27,"[70.0, 75.0)",Male,,1,0.3486908402403177,2.2438278007742447,0.819894678402909
C20,2017-12-02,"[70.0, 75.0)",Male,White,1,0.3486908402403177,2.2438278007742447,0.819894678402909
C20,2017-12-06,"[75.0, 80.0)",Male,White,1,0.3486908402403177,3.7737103922112305,0.9034262678953685
C20,2018-04-06,"[85.0, 90.0)",Male,White,1,0.34263589796302957,13.596662617580538,0.9136957279014123
C20,2018-05-04,"[45.0, 50.0)",Male,Brown,1,0.34263589796302957,0.33028330245134907,0.4133825813481085
C20,2018-06-19,"[45.0, 50.0)",Female,,1,0.34263589796302957,0.32895151494146463,0.4448740288068368
C20,2018-09-30,"[40.0, 45.0)",Male,White,1,0.34263589796302957,0.2565408041052932,0.35664302586717866
C20,2018-12-12,"[60.0, 65.0)",Male,White,1,0.34263589796302957,0.9270451784714002,0.6190807701832012
C20,2019-01-04,"[60.0, 65.0)",Female,White,1,0.334306164271363,1.0612894103852792,0.8112496252985075
C20,2019-02-09,"[50.0, 55.0)",Male,Brown,1,0.334306164271363,0.43259079227660846,0.45967097587312417
C20,2019-04-05,"[40.0, 45.0)",Male,Brown,1,0.334306164271363,0.25030410622294325,0.3479727684711358
C20,2019-05-07,"[55.0, 60.0)",Female,White,1,0.334306164271363,0.6803137246059483,0.6543257403260011
C20,2019-05-11,"[75.0, 80.0)",Male,Brown,1,0.334306164271363,3.6180320808589066,0.8661568801576222
C20,2019-05-26,"[45.0, 50.0)",Male,Brown,1,0.334306164271363,0.322253869550186,0.4033329431290128
C20,2019-06-08,"[65.0, 70.0)",Female,Brown,1,0.334306164271363,1.4740130699795546,0.848147120466236
C20,2019-07-23,"[65.0, 70.0)",Female,White,1,0.334306164271363,1.4740130699795546,0.848147120466236
C20,2019-08-03,"[75.0, 80.0)",Male,White,1,0.334306164271363,3.6180320808589066,0.8661568801576222
C20,2019-09-24,"[50.0, 55.0)",Male,Brown,1,0.334306164271363,0.43259079227660846,0.45967097587312417
C20,2019-10-16,"[85.0, 90.0)",Male,Brown,1,0.334306164271363,13.266117629815993,0.8914831047236348
C20,2019-12-03,"[70.0, 75.0)",Female,White,1,0.334306164271363,2.2110196049693323,1.0122047751549605
C20,2019-12-17,"[55.0, 60.0)",Female,Brown,1,0.334306164271363,0.6803137246059483,0.6543257403260011
C20,2019-12-26,"[60.0, 65.0)",Female,Brown,1,0.334306164271363,1.0612894103852792,0.8112496252985075
C20,2020-01-12,"[65.0, 70.0)",Male,Brown,1,0.32648157337999845,1.34023634392446,0.6585921394044797
C20,2020-01-17,"[60.0, 65.0)",Female,White,1,0.32648157337999845,1.0364494393015824,0.7922619514021296
C20,2020-03-19,"[50.0, 55.0)",Male,,1,0.32648157337999845,0.422465804063145,0.44891216339749784
C20,2020-04-23,"[90.0, 95.0)",Female,Brown,1,0.32648157337999845,25.91123598253956,1.1970991023933277
C20,2020-06-26,"[85.0, 90.0)",Male,White,1,0.32648157337999845,12.95561799126978,0.8706175290133293
C20,2020-07-01,"[30.0, 35.0)",Male,Black,1,0.32648157337999845,0.16262281997409764,0.2766214167759401
C20,2020-07-18,"[75.0, 80.0)",Male,White,1,0.32648157337999845,3.533350361255394,0.8458840764845412
C20,2020-09-17,"[55.0, 60.0)",Male,Brown,1,0.32648157337999845,0.5673993280848078,0.48853082148101945
C20,2020-12-06,"[65.0, 70.0)",Male,,1,0.32648157337999845,1.34023634392446,0.6585921394044797
C20,2020-12-16,"[50.0, 55.0)",Female,Brown,1,0.32648157337999845,0.44166879515692425,0.5156924852252247
C20,2020-12-21,"[55.0, 60.0)",Male,Brown,1,0.32648157337999845,0.5673993280848078,0.48853082148101945
C20,2020-12-21,"[75.0, 80.0)",Male,White,1,0.32648157337999845,3.533350361255394,0.8458840764845412
C20,2021-04-05,"[40.0, 45.0)",Male,Brown,1,0.3191329795212367,0.2389435306388415,0.3321792962941175
C20,2021-05-31,"[45.0, 50.0)",Female,Brown,1,0.3191329795212367,0.30638726912561126,0.41435814276547667
C20,2021-06-22,"[55.0, 60.0)",Male,Black,1,0.3191329795212367,0.5546280492200846,0.4775347503784928
C20,2021-08-04,"[85.0, 90.0)",Male,Brown,1,0.3191329795212367,12.6640071238586,0.851021278723298
C20,2021-08-26,"[65.0, 70.0)",Male,Brown,1,0.3191329795212367,1.310069702468131,0.6437682517928396
C20,2021-09-12,"[70.0, 75.0)",Female,Brown,1,0.3191329795212367,2.1106678539764334,0.9662637435504114
C20,2021-11-22,"[60.0, 65.0)",Male,White,1,0.3191329795212367,0.8634550311721771,0.5766152698167799
C20,2021-12-11,"[50.0, 55.0)",Male,White,1,0.3191329795212367,0.4129567540388674,0.4388078468417005
C20,2022-01-15,"[40.0, 45.0)",Female,Brown,1,0.3121079144324942,0.2300662792514331,0.33916370887246267
C20,2022-05-10,"[45.0, 50.0)",Female,White,1,0.3121079144324942,0.29964277499279396,0.40523688890025455
C20,2022-05-19,"[85.0, 90.0)",Female,Brown,1,0.3121079144324942,10.615915456887555,1.2038448128110488
C20,2022-05-22,"[65.0, 70.0)",Female,Yellow,1,0.3121079144324942,1.3761371888557943,0.7918293384676243
C20,2022-05-22,"[80.0, 85.0)",Male,White,1,0.3121079144324942,6.7555825634739,0.9930706368306632
C20,2022-06-28,"[65.0, 70.0)",Male,Brown,1,0.3121079144324942,1.281231175831257,0.6295969998034797
C20,2022-07-03,"[55.0, 60.0)",Female,Brown,1,0.3121079144324942,0.6351402410103667,0.6108778838037707
C20,2022-07-18,"[65.0, 70.0)",Female,Brown,1,0.3121079144324942,1.3761371888557943,0.7918293384676243
C20,2022-09-06,"[55.0, 60.0)",Female,Brown,1,0.3121079144324942,0.6351402410103667,0.6108778838037707
C20,2022-11-05,"[60.0, 65.0)",Female,White,1,0.3121079144324942,0.990818775976172,0.7573818723561859
C210,2012-07-31,"[0.0, 5.0)",Male,White,1,0.41310364770520924,0.2180887169808939,0.33707792096566963
C210,2016-05-16,"[40.0, 45.0)",Male,Brown,1,0.35732662512149105,0.26754015058512354,0.37193431734343885
C211,2012-02-25,"[65.0, 70.0)",Female,Black,1,0.41310364770520924,1.821444654784873,1.0480592543632161
C218,2014-10-12,"[45.0, 50.0)",Male,Brown,1,0.37677697440554014,0.36319353615340283,0.454573029849599
C218,2015-01-04,"[80.0, 85.0)",Male,White,1,0.366668377785763,7.9365449737178135,1.1666721111365186
C218,2016-01-18,"[50.0, 55.0)",Male,White,1,0.35732662512149105,0.46237917329385486,0.4913241095420502
C218,2016-03-28,"[60.0, 65.0)",Female,Black,1,0.35732662512149105,1.134370238480924,0.8671126102948183
C218,2018-03-13,"[65.0, 70.0)",Female,Brown,1,0.34263589796302957,1.5107402908422818,0.8692799633506492
C218,2020-03-09,"[65.0, 70.0)",Male,Brown,1,0.32648157337999845,1.34023634392446,0.6585921394044797
C218,2020-07-14,"[70.0, 75.0)",Male,Brown,1,0.32648157337999845,2.1009110256113153,0.7676728887583746
C218,2022-01-31,"[45.0, 50.0)",Male,Brown,1,0.3121079144324942,0.30085590363648945,0.3765512489914302
C218,2022-08-20,"[70.0, 75.0)",Male,Brown,1,0.3121079144324942,2.0084164377895375,0.733875366368297
C218,2022-11-17,"[70.0, 75.0)",Female,White,1,0.3121079144324942,2.064205783283692,0.9449934075872743
C218,2022-12-06,"[45.0, 50.0)",Female,Brown,1,0.3121079144324942,0.29964277499279396,0.40523688890025455
C220,1999-08-26,"[50.0, 55.0)",Female,,1,0.8202167012524709,1.109600515763624,1.2955695622056074
C220,2002-07-17,"[65.0, 70.0)",Female,Brown,1,0.6205899327901103,2.7362871816142427,1.5744596443008356
C220,2005-08-08,"[15.0, 20.0)",Male,Brown,1,0.48038815362813153,0.23438141765619216,0.4419964774160472
C220,2005-09-03,"[85.0, 90.0)",Female,White,1,0.48038815362813153,16.33973311660311,1.8529257354227928
C220,2005-09-06,"[75.0, 80.0)",Male,White,1,0.48038815362813153,5.199005991646445,1.2446420344001587
C220,2007-06-05,"[30.0, 35.0)",Male,Black,1,0.49395156310972144,0.24604082641448566,0.4185154457310401
C220,2007-11-28,"[55.0, 60.0)",Female,Brown,1,0.49395156310972144,1.0051924361207192,0.9667940850609078
C220,2007-12-04,"[55.0, 60.0)",Male,Black,1,0.49395156310972144,0.8584490147892272,0.7391246017335246
C220,2008-11-26,"[70.0, 75.0)",Male,White,1,0.5434487256127385,3.497096046414018,1.2778388953596822
C220,2009-04-15,"[80.0, 85.0)",Female,Brown,1,0.530096212462562,9.708721839973661,2.120384849850248
C220,2009-07-06,"[70.0, 75.0)",Male,White,1,0.530096212462562,3.4111725383691245,1.246442445520078
C220,2009-10-08,"[60.0, 65.0)",Male,Brown,1,0.530096212462562,1.4342429990870182,0.9577874747903109
C220,2010-06-27,"[50.0, 55.0)",Female,Brown,1,0.4717448426495077,0.6381829581297452,0.7451424219122905
C220,2011-06-01,"[65.0, 70.0)",Female,White,1,0.424962284597242,1.8737314135680863,1.078145055367077
